2.999999999999999889e-01,-2.000000000000000111e-01,-4.000000000000000222e-01,0.000000000000000000e+00,-2.500000000000000000e-01,-6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.015113636363638272e-01,-2.024941048602414417e-01,-3.939229533477606737e-01,-2.200000000000000219e-02,-1.729999999999999871e-01,-8.239999999999999547e-01,2.899999999999999800e-02,3.000000000000000062e-03,-1.499999999999999944e-01,1.499999999999999944e-01,-1.499999999999999944e-01,1.009999999999999926e-01,0.000000000000000000e+00
3.032077922077925369e-01,-2.047046656556116007e-01,-3.878330673319898003e-01,-4.300000000000000350e-02,-1.039999999999999813e-01,-9.259999999999999343e-01,4.499999999999999833e-02,6.000000000000000125e-03,-2.999999999999999889e-01,2.999999999999999889e-01,-2.850000000000000311e-01,2.109999999999999931e-01,0.000000000000000000e+00
3.051509740259740755e-01,-2.067165739782834133e-01,-3.817809462878269944e-01,-6.300000000000000044e-02,-4.099999999999998090e-02,-1.012999999999999901e+00,5.199999999999999761e-02,9.000000000000001055e-03,-4.499999999999999556e-01,4.499999999999999556e-01,-4.080000000000000293e-01,3.250000000000000111e-01,0.000000000000000000e+00
3.073100649350648528e-01,-2.085686393592885712e-01,-3.757656837209725764e-01,-8.200000000000000344e-02,1.700000000000001510e-02,-1.087999999999999856e+00,5.199999999999999761e-02,1.100000000000000110e-02,-5.999999999999999778e-01,5.999999999999999778e-01,-5.210000000000000187e-01,4.420000000000000040e-01,0.000000000000000000e+00
3.096542207792208345e-01,-2.102994672288209244e-01,-3.697864394162652668e-01,-1.000000000000000056e-01,7.200000000000000844e-02,-1.153999999999999915e+00,4.599999999999999922e-02,1.300000000000000114e-02,-7.500000000000000000e-01,7.500000000000000000e-01,-6.260000000000000009e-01,5.610000000000000542e-01,0.000000000000000000e+00
3.121834415584416322e-01,-2.119326166771041686e-01,-3.638502006409476408e-01,-1.170000000000000068e-01,1.240000000000000130e-01,-1.210999999999999854e+00,3.499999999999999639e-02,1.500000000000000118e-02,-9.000000000000000222e-01,9.000000000000000222e-01,-7.239999999999999769e-01,6.810000000000000497e-01,0.000000000000000000e+00
3.148977272727275789e-01,-2.134689797686358526e-01,-3.579567398800526656e-01,-1.330000000000000071e-01,1.740000000000000158e-01,-1.260999999999999899e+00,1.999999999999999695e-02,1.600000000000000033e-02,-1.050000000000000044e+00,1.050000000000000044e+00,-8.149999999999999467e-01,8.020000000000000462e-01,0.000000000000000000e+00
3.177970779220780639e-01,-2.149319985039671033e-01,-3.521131636144220201e-01,-1.490000000000000213e-01,2.210000000000000298e-01,-1.304999999999999938e+00,9.999999999999974187e-04,1.700000000000000122e-02,-1.199999999999999956e+00,1.199999999999999956e+00,-8.999999999999999112e-01,9.230000000000000426e-01,0.000000000000000000e+00
3.208814935064933649e-01,-2.163224779360281014e-01,-3.463192705695894436e-01,-1.640000000000000346e-01,2.660000000000000142e-01,-1.343999999999999861e+00,-2.100000000000000477e-02,1.800000000000000211e-02,-1.349999999999999867e+00,1.349999999999999867e+00,-9.789999999999998703e-01,1.044000000000000039e+00,0.000000000000000000e+00
3.241509740259740924e-01,-2.176637232592683047e-01,-3.405823455929689603e-01,-1.780000000000000471e-01,3.089999999999999969e-01,-1.376999999999999780e+00,-4.500000000000000527e-02,1.900000000000000300e-02,-1.499999999999999778e+00,1.499999999999999778e+00,-1.052999999999999936e+00,1.164000000000000146e+00,0.000000000000000000e+00
3.275438311688313453e-01,-2.189638659064325199e-01,-3.348797157694267668e-01,-1.920000000000000595e-01,3.499999999999999778e-01,-1.405999999999999694e+00,-7.100000000000000755e-02,2.000000000000000389e-02,-1.649999999999999689e+00,1.649999999999999689e+00,-1.122999999999999998e+00,1.284000000000000252e+00,0.000000000000000000e+00
3.311217532467534141e-01,-2.202158861102290754e-01,-3.292337112048763226e-01,-2.050000000000000711e-01,3.889999999999999569e-01,-1.430999999999999606e+00,-9.900000000000000466e-02,2.000000000000000389e-02,-1.799999999999999600e+00,1.799999999999999600e+00,-1.187999999999999945e+00,1.403000000000000247e+00,0.000000000000000000e+00
3.348538961038965978e-01,-2.214354582909413838e-01,-3.236367896054614390e-01,-2.170000000000000817e-01,4.259999999999999343e-01,-1.451999999999999513e+00,-1.290000000000000036e-01,2.000000000000000389e-02,-1.949999999999999512e+00,1.949999999999999512e+00,-1.248999999999999888e+00,1.521000000000000352e+00,0.000000000000000000e+00
3.387094155844160293e-01,-2.226381431622737328e-01,-3.180815186975300968e-01,-2.290000000000000924e-01,4.619999999999999662e-01,-1.468999999999999417e+00,-1.600000000000000033e-01,2.000000000000000389e-02,-2.099999999999999645e+00,2.099999999999999645e+00,-1.306999999999999940e+00,1.638000000000000345e+00,0.000000000000000000e+00
3.427191558441565200e-01,-2.238092475611268284e-01,-3.125750781367494513e-01,-2.400000000000001021e-01,4.959999999999999964e-01,-1.482999999999999430e+00,-1.920000000000000040e-01,2.000000000000000389e-02,-2.249999999999999556e+00,2.249999999999999556e+00,-1.360999999999999988e+00,1.754000000000000448e+00,0.000000000000000000e+00
3.468522727272734807e-01,-2.249643542227712234e-01,-3.071101286175075828e-01,-2.510000000000001119e-01,5.280000000000000249e-01,-1.493999999999999329e+00,-2.250000000000000056e-01,2.000000000000000389e-02,-2.399999999999999467e+00,2.399999999999999467e+00,-1.411999999999999922e+00,1.869000000000000439e+00,0.000000000000000000e+00
3.511396103896114451e-01,-2.261109965393706123e-01,-3.017018259968968219e-01,-2.620000000000001217e-01,5.580000000000000515e-01,-1.501999999999999336e+00,-2.590000000000000080e-01,2.000000000000000389e-02,-2.549999999999999378e+00,2.549999999999999378e+00,-1.459999999999999964e+00,1.982000000000000428e+00,0.000000000000000000e+00
3.555503246753257129e-01,-2.272424292217304354e-01,-2.963349085651301174e-01,-2.720000000000001306e-01,5.860000000000000764e-01,-1.507999999999999341e+00,-2.930000000000000382e-01,2.000000000000000389e-02,-2.699999999999999289e+00,2.699999999999999289e+00,-1.504999999999999893e+00,2.094000000000000306e+00,0.000000000000000000e+00
3.600844155844164507e-01,-2.283812175277228074e-01,-2.910175967380938533e-01,-2.820000000000001394e-01,6.130000000000001004e-01,-1.511999999999999345e+00,-3.270000000000000684e-01,2.000000000000000389e-02,-2.849999999999999201e+00,2.849999999999999201e+00,-1.547999999999999821e+00,2.204000000000000181e+00,0.000000000000000000e+00
3.647418831168838249e-01,-2.295053833436999924e-01,-2.857415693480128138e-01,-2.910000000000001474e-01,6.380000000000001226e-01,-1.513999999999999346e+00,-3.610000000000000986e-01,2.000000000000000389e-02,-2.999999999999999112e+00,2.999999999999999112e+00,-1.587999999999999856e+00,2.313000000000000167e+00,0.000000000000000000e+00
3.694301948051954554e-01,-2.305911062497289776e-01,-2.805356539114190473e-01,-3.000000000000001554e-01,6.610000000000001430e-01,-1.513999999999999346e+00,-3.950000000000001288e-01,2.000000000000000389e-02,-3.146999999999998909e+00,3.149999999999999023e+00,-1.625999999999999890e+00,2.420000000000000373e+00,0.000000000000000000e+00
3.740568181818189064e-01,-2.316001726522083359e-01,-2.753974816478441667e-01,-3.090000000000001634e-01,6.830000000000001625e-01,-1.511999999999999345e+00,-4.290000000000001590e-01,2.000000000000000389e-02,-3.288999999999998813e+00,3.299999999999998934e+00,-1.661999999999999922e+00,2.526000000000000245e+00,0.000000000000000000e+00
3.786834415584422464e-01,-2.325230915880328875e-01,-2.703482832073561548e-01,-3.180000000000001714e-01,7.030000000000001803e-01,-1.507999999999999341e+00,-4.630000000000001892e-01,2.000000000000000389e-02,-3.425999999999998824e+00,3.449999999999998845e+00,-1.694999999999999840e+00,2.630000000000000338e+00,0.000000000000000000e+00
3.832792207792213857e-01,-2.333744262662325875e-01,-2.653805286507703864e-01,-3.260000000000001785e-01,7.220000000000001972e-01,-1.502999999999999448e+00,-4.960000000000002185e-01,2.000000000000000389e-02,-3.557999999999998941e+00,3.599999999999998757e+00,-1.725999999999999757e+00,2.732000000000000206e+00,0.000000000000000000e+00
3.878133116883120679e-01,-2.341686901778949614e-01,-2.604868751957871709e-01,-3.340000000000001856e-01,7.390000000000002123e-01,-1.496999999999999442e+00,-5.290000000000002478e-01,2.000000000000000389e-02,-3.684999999999998721e+00,3.749999999999998668e+00,-1.755999999999999783e+00,2.832000000000000295e+00,0.000000000000000000e+00
3.923165584415588825e-01,-2.348985356236254762e-01,-2.556511643617949137e-01,-3.420000000000001927e-01,7.550000000000002265e-01,-1.489999999999999547e+00,-5.610000000000002762e-01,2.000000000000000389e-02,-3.807999999999998941e+00,3.899999999999998579e+00,-1.783999999999999808e+00,2.931000000000000494e+00,0.000000000000000000e+00
3.968198051948055305e-01,-2.355697809260835496e-01,-2.508882301602926024e-01,-3.490000000000001990e-01,7.700000000000002398e-01,-1.481999999999999540e+00,-5.930000000000003046e-01,2.000000000000000389e-02,-3.926999999999999158e+00,4.049999999999998934e+00,-1.809999999999999831e+00,3.028000000000000469e+00,0.000000000000000000e+00
4.012922077922081998e-01,-2.361972706836011071e-01,-2.461911079079847908e-01,-3.560000000000002052e-01,7.830000000000002514e-01,-1.472999999999999643e+00,-6.240000000000003322e-01,2.000000000000000389e-02,-4.041999999999998927e+00,4.199999999999999289e+00,-1.834999999999999742e+00,3.123000000000000664e+00,0.000000000000000000e+00
4.057646103896109246e-01,-2.367647734757997169e-01,-2.415655570449584399e-01,-3.630000000000002114e-01,7.950000000000002620e-01,-1.462999999999999634e+00,-6.540000000000003588e-01,2.000000000000000389e-02,-4.152999999999998693e+00,4.349999999999999645e+00,-1.857999999999999652e+00,3.216000000000000636e+00,0.000000000000000000e+00
4.102061688311692822e-01,-2.372872048944763279e-01,-2.370047490210741292e-01,-3.700000000000002176e-01,8.060000000000002718e-01,-1.452999999999999625e+00,-6.840000000000003855e-01,2.000000000000000389e-02,-4.259999999999998899e+00,4.500000000000000000e+00,-1.879999999999999671e+00,3.307000000000000828e+00,0.000000000000000000e+00
4.146168831168836055e-01,-2.377421030012596692e-01,-2.324986547877160303e-01,-3.760000000000002229e-01,8.160000000000002807e-01,-1.441999999999999726e+00,-7.130000000000004112e-01,2.000000000000000389e-02,-4.362999999999998657e+00,4.650000000000000355e+00,-1.899999999999999689e+00,3.397000000000000686e+00,0.000000000000000000e+00
4.189967532467537281e-01,-2.381505747451121979e-01,-2.280561892258411438e-01,-3.820000000000002283e-01,8.250000000000002887e-01,-1.430999999999999828e+00,-7.410000000000004361e-01,1.900000000000000300e-02,-4.461999999999998856e+00,4.800000000000000711e+00,-1.918999999999999595e+00,3.485000000000000764e+00,0.000000000000000000e+00
4.233766233766237952e-01,-2.385276955019855760e-01,-2.236708683037748890e-01,-3.880000000000002336e-01,8.330000000000002958e-01,-1.419999999999999929e+00,-7.680000000000004601e-01,1.900000000000000300e-02,-4.557999999999998941e+00,4.950000000000001066e+00,-1.936999999999999611e+00,3.571000000000000618e+00,0.000000000000000000e+00
4.277564935064939178e-01,-2.388729735116795205e-01,-2.193423311139645893e-01,-3.940000000000002389e-01,8.410000000000003029e-01,-1.407999999999999918e+00,-7.940000000000004832e-01,1.800000000000000211e-02,-4.650999999999998913e+00,5.100000000000001421e+00,-1.953999999999999515e+00,3.655000000000000693e+00,0.000000000000000000e+00
4.321055194805200617e-01,-2.391701098037686268e-01,-2.150760533771150784e-01,-4.000000000000002442e-01,8.480000000000003091e-01,-1.395999999999999908e+00,-8.200000000000005063e-01,1.800000000000000211e-02,-4.739999999999999325e+00,5.250000000000001776e+00,-1.969999999999999529e+00,3.737000000000000544e+00,0.000000000000000000e+00
4.364545454545462055e-01,-2.394342730939479358e-01,-2.108657512962458236e-01,-4.060000000000002496e-01,8.540000000000003144e-01,-1.383999999999999897e+00,-8.450000000000005285e-01,1.800000000000000211e-02,-4.825999999999999623e+00,5.400000000000002132e+00,-1.984999999999999432e+00,3.817000000000000615e+00,0.000000000000000000e+00
4.407110389610397472e-01,-2.396819157229169994e-01,-2.067584271518039807e-01,-4.110000000000002540e-01,8.590000000000003189e-01,-1.371999999999999886e+00,-8.690000000000005498e-01,1.700000000000000122e-02,-4.908999999999999808e+00,5.547000000000002373e+00,-1.998999999999999444e+00,3.895000000000000462e+00,0.000000000000000000e+00
4.448750000000010196e-01,-2.399117864905672415e-01,-2.027538376642427920e-01,-4.160000000000002585e-01,8.640000000000003233e-01,-1.359999999999999876e+00,-8.920000000000005702e-01,1.700000000000000122e-02,-4.988999999999999879e+00,5.691000000000002501e+00,-2.011999999999999567e+00,3.971000000000000529e+00,0.000000000000000000e+00
4.489155844155853226e-01,-2.401281808871542633e-01,-1.988675765420871711e-01,-4.210000000000002629e-01,8.680000000000003268e-01,-1.347999999999999865e+00,-9.150000000000005906e-01,1.700000000000000122e-02,-5.065999999999999837e+00,5.831000000000002181e+00,-2.023999999999999577e+00,4.045000000000000817e+00,0.000000000000000000e+00
4.528019480519488993e-01,-2.403240954749021607e-01,-1.950835730779968413e-01,-4.260000000000002673e-01,8.720000000000003304e-01,-1.335999999999999854e+00,-9.370000000000006102e-01,1.700000000000000122e-02,-5.139999999999999680e+00,5.967000000000002302e+00,-2.034999999999999698e+00,4.118000000000001215e+00,0.000000000000000000e+00
4.565957792207799848e-01,-2.405196061786377126e-01,-1.914120116586046361e-01,-4.310000000000002718e-01,8.750000000000003331e-01,-1.323999999999999844e+00,-9.580000000000006288e-01,1.600000000000000033e-02,-5.211999999999999744e+00,6.099000000000001975e+00,-2.044999999999999485e+00,4.189000000000000945e+00,0.000000000000000000e+00
4.602353896103903441e-01,-2.407134134144405246e-01,-1.878528077388657014e-01,-4.360000000000002762e-01,8.780000000000003357e-01,-1.311999999999999833e+00,-9.780000000000006466e-01,1.600000000000000033e-02,-5.280999999999999694e+00,6.227000000000002089e+00,-2.054999999999999272e+00,4.258000000000000895e+00,0.000000000000000000e+00
4.638133116883124130e-01,-2.408989762628696851e-01,-1.843899525440552967e-01,-4.400000000000002798e-01,8.800000000000003375e-01,-1.300999999999999934e+00,-9.980000000000006644e-01,1.600000000000000033e-02,-5.347999999999999865e+00,6.352000000000002089e+00,-2.063999999999999169e+00,4.325000000000001066e+00,0.000000000000000000e+00
4.672678571428580119e-01,-2.410540681132051499e-01,-1.810126610773948319e-01,-4.440000000000002833e-01,8.820000000000003393e-01,-1.290000000000000036e+00,-1.017000000000000570e+00,1.600000000000000033e-02,-5.411999999999999922e+00,6.474000000000001975e+00,-2.071999999999999176e+00,4.391000000000000902e+00,0.000000000000000000e+00
4.705990259740271409e-01,-2.412200562997052211e-01,-1.777421268312435465e-01,-4.480000000000002869e-01,8.840000000000003411e-01,-1.279000000000000137e+00,-1.035000000000000586e+00,1.499999999999999944e-02,-5.474000000000000199e+00,6.592000000000002302e+00,-2.079999999999999183e+00,4.455000000000000959e+00,0.000000000000000000e+00
4.738685064935075353e-01,-2.413747747805122523e-01,-1.745675641045672521e-01,-4.520000000000002904e-01,8.860000000000003428e-01,-1.268000000000000238e+00,-1.052000000000000490e+00,1.499999999999999944e-02,-5.533999999999999808e+00,6.707000000000002515e+00,-2.086999999999999300e+00,4.517000000000001236e+00,0.000000000000000000e+00
